Tournament,Stage,Match Type,Map,Agent,Pick Rate
Valorant Champions 2025,Playoffs,Upper Final,Abyss,tejo,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,clove,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,skye,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,reyna,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,raze,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,phoenix,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,deadlock,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,neon,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,fade,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,gekko,0%
Valorant Champions 2025,Playoffs,Upper Final,Abyss,killjoy,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,sova,100%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,vyse,100%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,omen,100%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,yoru,50%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,jett,50%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,waylay,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,sage,50%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,breach,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,kayo,50%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,astra,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,harbor,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,cypher,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,iso,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,brimstone,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,chamber,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,viper,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,tejo,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,clove,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,skye,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,reyna,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,raze,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,phoenix,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,deadlock,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,neon,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,fade,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,gekko,0%
Valorant Champions 2025,Playoffs,Upper Final,Ascent,killjoy,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,omen,80%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,sova,60%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,vyse,50%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,yoru,40%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,viper,40%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,fade,40%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,cypher,30%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,breach,20%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,waylay,20%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,raze,20%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,neon,20%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,astra,20%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,kayo,20%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,jett,10%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,harbor,10%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,sage,10%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,killjoy,10%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,iso,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,phoenix,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,gekko,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,reyna,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,skye,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,deadlock,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,tejo,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,clove,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,chamber,0%
Valorant Champions 2025,Playoffs,Grand Final,All Maps,brimstone,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,omen,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,sova,100%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,vyse,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,yoru,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,viper,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,fade,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,cypher,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,breach,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,waylay,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,raze,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,neon,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,astra,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,kayo,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,jett,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,harbor,50%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,sage,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,killjoy,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,iso,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,phoenix,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,gekko,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,reyna,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,skye,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,deadlock,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,tejo,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,clove,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,chamber,0%
Valorant Champions 2025,Playoffs,Grand Final,Abyss,brimstone,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,omen,100%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,sova,100%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,vyse,100%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,yoru,50%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,viper,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,fade,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,cypher,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,breach,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,waylay,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,raze,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,neon,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,astra,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,kayo,50%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,jett,50%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,harbor,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,sage,50%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,killjoy,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,iso,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,phoenix,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,gekko,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,reyna,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,skye,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,deadlock,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,tejo,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,clove,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,chamber,0%
Valorant Champions 2025,Playoffs,Grand Final,Ascent,brimstone,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,omen,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,sova,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,vyse,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,yoru,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,viper,100%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,fade,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,cypher,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,breach,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,waylay,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,raze,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,neon,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,astra,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,kayo,50%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,jett,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,harbor,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,sage,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,killjoy,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,iso,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,phoenix,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,gekko,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,reyna,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,skye,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,deadlock,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,tejo,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,clove,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,chamber,0%
Valorant Champions 2025,Playoffs,Grand Final,Corrode,brimstone,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,omen,100%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,sova,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,vyse,50%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,yoru,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,viper,100%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,fade,100%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,cypher,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,breach,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,waylay,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,raze,100%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,neon,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,astra,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,kayo,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,jett,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,harbor,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,sage,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,killjoy,50%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,iso,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,phoenix,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,gekko,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,reyna,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,skye,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,deadlock,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,tejo,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,clove,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,chamber,0%
Valorant Champions 2025,Playoffs,Grand Final,Lotus,brimstone,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,omen,100%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,sova,50%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,vyse,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,yoru,50%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,viper,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,fade,50%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,cypher,100%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,breach,50%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,waylay,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,raze,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,neon,100%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,astra,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,kayo,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,jett,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,harbor,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,sage,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,killjoy,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,iso,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,phoenix,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,gekko,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,reyna,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,skye,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,deadlock,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,tejo,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,clove,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,chamber,0%
Valorant Champions 2025,Playoffs,Grand Final,Sunset,brimstone,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,yoru,67%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,omen,58%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,fade,58%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,viper,42%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,waylay,33%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,cypher,33%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,sova,33%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,brimstone,25%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,deadlock,25%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,tejo,25%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,raze,25%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,astra,17%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,jett,17%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,chamber,17%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,kayo,8%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,gekko,8%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,vyse,8%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,breach,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,neon,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,phoenix,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,iso,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,reyna,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,sage,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,skye,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,harbor,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,clove,0%
Valorant Champions 2025,Playoffs,Lower Round 1,All Maps,killjoy,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,yoru,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,omen,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,fade,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,viper,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,waylay,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,cypher,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,sova,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,brimstone,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,deadlock,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,tejo,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,raze,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,astra,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,jett,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,chamber,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,kayo,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,gekko,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,vyse,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,breach,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,neon,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,phoenix,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,iso,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,reyna,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,sage,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,skye,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,harbor,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,clove,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,killjoy,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,yoru,75%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,omen,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,fade,75%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,viper,75%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,waylay,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,cypher,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,sova,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,brimstone,75%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,deadlock,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,tejo,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,raze,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,astra,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,jett,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,chamber,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,kayo,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,gekko,25%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,vyse,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,breach,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,neon,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,phoenix,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,iso,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,reyna,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,sage,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,skye,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,harbor,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,clove,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,killjoy,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,yoru,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,omen,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,fade,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,viper,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,waylay,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,cypher,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,sova,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,brimstone,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,deadlock,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,tejo,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,raze,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,astra,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,jett,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,chamber,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,kayo,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,gekko,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,vyse,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,breach,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,neon,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,phoenix,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,iso,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,reyna,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,sage,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,skye,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,harbor,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,clove,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,killjoy,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,yoru,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,omen,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,fade,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,viper,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,waylay,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,cypher,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,sova,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,brimstone,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,deadlock,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,tejo,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,raze,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,astra,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,jett,100%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,chamber,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,kayo,50%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,gekko,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,vyse,0%
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,breach,0%
