tournament,stage,match_type,match_name,map,elimination,detonated,defused,time_expiry_no_plant,eliminated,defused_failed,detonation_denied,time_expiry_failed_to_plant,team_id
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Haven,8,4,1,0,12,1,2,0,11981
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Abyss,10,1,1,1,3,2,3,0,12064
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,1,2,2,0,4,1,7,1,188
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Lotus,5,3,2,0,6,4,3,0,188
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,7,0,1,0,6,2,5,0,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Bind,6,1,3,1,8,2,2,1,2059
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Sunset,11,0,2,0,8,0,1,0,1120
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Icebox,3,0,4,0,6,1,6,0,13576
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Haven,6,2,0,0,10,2,1,0,11328
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Ascent,12,0,1,0,5,2,0,0,12010
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,7,2,2,0,5,4,4,0,17
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Icebox,13,0,2,0,11,0,6,0,624
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Split,9,3,0,1,4,2,1,2,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,Pearl,2,0,2,0,6,5,2,0,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Icebox,4,4,1,0,11,1,1,0,474
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Ascent,11,0,2,0,6,3,1,0,1001
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Pearl,2,2,0,0,10,1,2,0,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,7,5,1,0,8,2,0,0,397
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,11,0,1,1,7,1,0,0,11060
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Abyss,5,1,0,1,8,1,4,0,474
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,6,0,3,1,8,0,4,1,2359
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,5,4,4,0,7,2,2,0,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Ascent,3,2,0,0,8,1,4,0,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,5,3,2,0,9,1,3,0,2059
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Ascent,9,2,1,1,8,1,2,0,12064
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,11,1,0,1,4,1,1,0,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,11,0,2,0,5,1,0,0,474
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Fracture,7,0,2,0,9,1,3,0,2359
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,Bind,4,0,1,0,6,1,6,0,6961
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Lotus,3,0,3,0,11,1,1,0,12010
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,3,0,3,0,10,2,1,0,1120
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Sunset,2,1,2,0,7,3,3,0,2593
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Sunset,2,0,0,0,10,3,0,0,120
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Sunset,2,0,0,0,9,0,4,0,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,Ascent,3,0,2,0,6,2,4,1,11479
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,Fracture,10,0,3,0,1,6,1,0,12010
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Fracture,7,2,4,0,8,1,0,1,2355
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,5,2,6,0,9,1,4,1,17
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Bind,7,4,2,1,6,3,2,1,14
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,Lotus,11,0,2,0,3,1,1,0,2406
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Pearl,9,0,2,0,5,4,4,0,6961
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Abyss,6,1,3,0,6,2,4,1,731
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,7,1,2,0,7,1,5,0,2593
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Sunset,7,2,0,1,11,0,2,0,1119
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Lotus,9,1,3,0,7,1,1,0,13576
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,10,0,4,0,8,0,3,1,624
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,8,1,1,0,10,1,2,0,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,Pearl,6,1,1,0,8,3,2,0,4915
VCT 2025: Americas Stage 1,Group Stage,Week 1,G2 Esports vs FURIA,Ascent,8,3,1,1,5,1,1,0,11058
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Lotus,3,0,3,1,6,1,6,0,2
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Haven,2,0,4,0,5,3,5,0,
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,7,3,3,0,5,1,1,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,7,2,3,1,2,1,3,0,8877
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,8,3,2,0,5,1,2,0,14419
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,4,0,0,0,12,0,1,0,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,4,3,1,0,10,2,1,0,14
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Bind,2,2,1,2,8,1,1,3,
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,Haven,0,0,1,0,9,3,1,0,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Sunset,2,0,1,0,9,3,1,0,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Haven,6,1,1,0,5,2,4,2,11479
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Ascent,12,2,0,0,8,2,2,0,474
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,8,3,2,0,3,2,2,0,17
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Sunset,11,1,1,0,4,2,1,0,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,11,1,2,0,10,3,3,0,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Fracture,6,0,3,0,8,2,3,0,4915
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,2,0,1,0,9,3,1,0,918
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Haven,12,0,1,0,5,0,1,0,1120
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Pearl,6,0,2,1,8,1,3,1,13576
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Split,9,1,2,1,7,0,0,0,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,9,0,4,0,7,1,1,0,474
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Haven,7,0,6,0,5,0,5,0,11058
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Bind,8,0,4,1,5,2,0,0,11981
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Abyss,8,0,3,0,6,4,3,0,11328
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,10,2,1,0,4,2,2,2,624
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Lotus,9,2,1,1,3,0,2,2,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Lotus,10,0,4,0,10,0,6,0,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Corrode,8,2,2,1,7,2,2,0,11479
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Corrode,3,2,2,0,9,3,1,0,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Sunset,8,1,4,0,4,1,0,0,2
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Pearl,10,0,3,0,2,0,0,0,8877
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Lotus,10,0,2,1,6,0,0,0,13581
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,5,2,2,0,9,1,3,0,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,12,0,1,1,6,2,4,0,17
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Lotus,8,0,4,1,8,0,3,0,13581
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Haven,7,1,2,0,10,0,2,1,
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Ascent,10,0,2,1,3,0,1,0,7035
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,9,1,3,0,5,3,3,0,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Haven,7,0,1,0,9,1,2,1,13581
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Haven,2,0,0,0,7,0,5,1,12694
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,10,0,0,0,10,0,3,0,397
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Lotus,10,0,3,0,2,0,0,0,17
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Icebox,2,1,0,0,9,0,4,0,12064
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Pearl,7,4,2,0,4,4,3,0,13581
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Abyss,9,2,5,0,7,1,6,0,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,8,0,1,0,5,5,3,0,4915
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,3,2,6,0,9,3,1,0,466
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,3,1,5,0,10,2,0,1,466
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Pearl,6,2,0,0,5,3,4,1,17
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,7,3,3,1,10,1,4,1,7386
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,9,2,3,0,7,3,2,0,2593
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Lotus,7,0,1,2,9,1,3,0,11058
VCT 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,Lotus,7,1,4,1,7,1,2,0,2406
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,5,0,3,0,7,2,3,1,2593
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Corrode,8,0,5,0,3,0,0,0,
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Lotus,7,0,4,2,4,0,0,0,2
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Lotus,8,0,3,2,4,0,5,0,12694
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Lotus,8,1,3,0,11,1,2,0,14
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Icebox,6,2,5,0,3,2,2,0,878
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Icebox,9,1,2,0,9,2,3,0,11981
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,Haven,9,1,3,0,7,0,1,0,13790
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,8,3,2,0,2,1,0,3,11060
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Bind,3,2,2,0,9,2,2,0,8304
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,11,3,4,1,12,2,7,0,2
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,9,3,1,0,7,3,1,0,
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,Ascent,9,2,2,0,9,1,0,0,14419
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Lotus,6,4,3,0,5,3,2,0,2
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Haven,5,1,3,0,4,5,3,1,120
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,4,0,1,0,10,0,3,0,1184
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,3,2,0,0,7,0,4,2,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Ascent,9,2,2,0,5,0,1,1,8185
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Pearl,8,3,2,0,10,1,0,0,12685
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Split,8,3,2,0,6,3,1,0,2355
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,6,3,4,0,2,0,1,1,11058
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Split,9,1,2,1,3,1,0,0,120
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Pearl,0,0,1,0,13,0,0,0,11981
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Corrode,5,2,3,3,5,1,1,2,7386
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Haven,4,5,3,1,5,1,3,0,188
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Sunset,10,1,0,2,5,0,1,0,11479
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Sunset,5,0,3,0,9,0,4,0,1120
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Bind,5,0,0,3,7,1,4,1,11328
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Icebox,10,1,3,0,6,3,3,0,8877
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,Haven,7,0,0,0,11,0,1,1,5248
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Pearl,7,3,3,0,4,0,1,0,2359
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Pearl,8,2,3,1,9,1,2,0,1120
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,6,0,1,0,5,4,4,0,8185
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Corrode,2,2,0,0,9,0,3,1,2355
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Bind,0,1,0,0,8,0,5,0,15072
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Sunset,10,3,0,0,2,0,0,0,6961
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,10,0,3,0,3,0,1,0,474
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Sunset,9,3,1,0,2,0,1,0,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Haven,10,0,3,0,4,1,2,0,624
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,Haven,10,2,1,0,6,2,0,0,13581
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Ascent,11,0,2,0,4,0,1,0,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Lotus,10,0,2,1,3,1,0,0,1184
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split,12,1,0,0,6,0,4,0,8185
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Fracture,4,5,2,1,9,1,4,0,14
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Lotus,2,0,1,1,9,3,1,0,2355
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Fracture,3,0,1,0,7,0,5,1,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Fracture,8,1,2,0,6,5,1,1,8185
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Split,7,0,0,0,9,1,2,1,1120
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,11,0,2,0,3,0,2,0,624
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,1,0,1,2,9,1,3,0,6199
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Lotus,7,1,5,0,4,1,1,0,14
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Abyss,3,2,3,0,10,1,1,1,1119
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,Split,9,2,2,0,6,1,0,1,1120
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Haven,10,0,2,1,2,0,0,0,731
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Ascent,5,0,3,1,11,1,1,0,731
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,5,2,1,0,9,1,2,1,6961
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Abyss,9,1,2,1,6,1,3,1,8185
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Bind,5,1,2,0,10,1,1,1,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,6,0,0,0,10,0,3,0,7035
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,8,3,2,0,3,2,1,0,17
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,6,2,2,0,8,0,5,0,5248
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Pearl,9,3,1,0,4,0,2,0,11328
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,Abyss,5,1,6,1,3,1,1,0,7386
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Sunset,3,0,1,0,7,0,5,1,120
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Icebox,5,1,6,1,8,0,3,0,2593
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Sunset,7,2,1,0,8,1,4,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,4,2,1,0,10,2,1,0,278
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Icebox,8,3,2,0,1,0,3,0,12010
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Ascent,9,1,2,1,10,0,1,0,4915
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Lotus,7,1,0,0,10,0,3,0,1120
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,6,3,3,1,4,0,1,1,15072
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Fracture,6,1,2,0,9,0,4,0,11060
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Corrode,3,4,1,0,6,2,4,1,474
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,8,1,4,0,2,1,1,0,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Lotus,5,2,1,1,7,2,4,0,8877
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,4,2,0,0,11,0,2,0,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Haven,8,1,3,1,7,1,0,0,878
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Lotus,8,1,4,0,0,0,4,0,13576
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Ascent,10,0,3,0,5,1,1,1,12010
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Lotus,4,1,0,0,8,1,4,0,731
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,8,2,1,0,7,3,2,1,13790
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,3,1,4,1,8,0,5,0,17
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Icebox,9,1,3,0,7,0,1,0,14137
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,12,0,1,0,3,0,0,0,188
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,7,2,3,1,5,0,3,0,4915
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Haven,8,0,2,0,7,1,3,2,731
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,8,1,2,0,9,0,3,1,1120
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,Sunset,11,1,1,0,6,1,0,0,15072
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Sunset,9,2,2,0,2,0,0,1,2359
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Lotus,3,0,2,2,9,2,1,1,2355
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,Ascent,11,0,2,0,2,0,1,0,4915
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Lotus,5,0,1,0,12,0,1,0,13581
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,10,0,2,1,6,1,1,0,624
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Haven,4,6,3,0,3,0,2,0,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Fracture,12,1,0,0,1,0,1,0,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Icebox,1,0,5,0,6,2,5,0,14
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Split,9,0,4,0,2,1,0,0,14137
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Haven,10,3,0,0,7,1,2,0,14
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Lotus,9,1,2,1,3,1,2,2,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Icebox,8,3,2,0,6,1,0,0,397
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Icebox,11,1,1,0,5,1,3,0,397
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Split,7,4,3,0,11,2,3,0,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Split,3,0,2,0,8,2,3,0,7035
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,Split,10,0,2,1,6,3,1,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,9,1,3,0,4,1,2,0,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Pearl,7,1,4,1,8,0,2,1,5448
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Lotus,2,1,2,0,9,0,3,1,466
