tournament,stage,match_type,match_name,action,map,team_id
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,pick,Haven,12064
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,pick,Lotus,12010
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,ban,Haven,1119
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,ban,Icebox,17
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,ban,Ascent,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,pick,Icebox,2059
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,ban,Pearl,17
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,ban,Ascent,624
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,ban,Pearl,8185
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,ban,Fracture,17
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,ban,Pearl,13581
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,ban,Split,11058
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,pick,Split,14
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,ban,Haven,918
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,ban,Split,7386
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,pick,Lotus,12685
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,ban,Lotus,11981
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,ban,Lotus,13581
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,pick,Bind,2593
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,ban,Haven,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,ban,Lotus,397
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,ban,Icebox,466
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,ban,Haven,624
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,pick,Haven,731
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,ban,Bind,13576
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,pick,Haven,12064
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,pick,Lotus,7035
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,ban,Split,397
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,pick,Lotus,918
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,ban,Fracture,11060
VCT 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,ban,Split,
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,pick,Split,14
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,ban,Fracture,1184
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,pick,Abyss,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,ban,Fracture,2355
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,pick,Sunset,878
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,ban,Sunset,11060
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,pick,Lotus,12010
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,pick,Haven,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,ban,Lotus,878
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,pick,Ascent,12064
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,pick,Haven,120
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,ban,Abyss,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,ban,Split,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,ban,Haven,918
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,pick,Bind,120
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,ban,Lotus,120
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,pick,Bind,1120
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,ban,Haven,624
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,ban,Lotus,2406
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,ban,Ascent,7386
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,ban,Bind,
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,pick,Lotus,2059
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,pick,Icebox,8185
VCT 2025: China Stage 2,Playoffs,Lower Round 1,All Gamers vs FunPlus Phoenix,ban,Corrode,1119
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,pick,Split,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,pick,Haven,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,ban,Pearl,12694
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,pick,Split,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,ban,Fracture,14
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,pick,Haven,8304
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,ban,Ascent,11328
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,pick,Lotus,14
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,pick,Haven,2059
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,ban,Lotus,8185
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,ban,Corrode,7035
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,ban,Sunset,5448
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,ban,Icebox,12685
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,pick,Ascent,1120
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,pick,Ascent,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,ban,Fracture,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,pick,Haven,1001
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,pick,Fracture,2593
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,pick,Fracture,1119
VCT 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,ban,Pearl,15072
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,pick,Split,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,ban,Fracture,12685
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,pick,Abyss,1184
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,pick,Fracture,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,ban,Split,17
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,ban,Split,11981
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,ban,Pearl,12685
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,ban,Abyss,11981
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,ban,Haven,7386
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,ban,Ascent,2
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,ban,Icebox,6961
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,pick,Lotus,
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,pick,Ascent,1001
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,ban,Sunset,466
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,ban,Lotus,878
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,pick,Lotus,13576
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,ban,Ascent,8877
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,pick,Haven,8304
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,ban,Split,11981
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,pick,Split,731
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,ban,Icebox,5248
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,ban,Bind,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,ban,Fracture,397
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,ban,Lotus,14
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,pick,Bind,13581
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,ban,Bind,7035
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,pick,Ascent,14419
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,ban,Ascent,1120
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,ban,Lotus,12010
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,ban,Haven,624
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,ban,Lotus,1001
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,ban,Ascent,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,ban,Split,624
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,ban,Fracture,11328
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,ban,Pearl,14137
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,ban,Fracture,7386
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,ban,Lotus,8185
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,ban,Lotus,1120
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,ban,Split,188
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,ban,Bind,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,ban,Haven,5248
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,pick,Icebox,
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,pick,Haven,1001
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,pick,Corrode,474
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,ban,Sunset,8304
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,ban,Corrode,13581
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,ban,Sunset,12685
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,pick,Haven,13581
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,pick,Split,12064
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,pick,Fracture,1001
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,ban,Corrode,14
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,ban,Ascent,7386
Valorant Champions 2025,Playoffs,Upper Final,FNATIC vs NRG,ban,Haven,
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,ban,Bind,7386
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,pick,Icebox,2406
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,pick,Pearl,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,ban,Ascent,624
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,pick,Split,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,pick,Haven,17
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,pick,Ascent,278
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,ban,Ascent,13581
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,pick,Haven,13581
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,pick,Split,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,ban,Fracture,474
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,pick,Bind,1120
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,ban,Abyss,2059
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,ban,Abyss,14
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,pick,Corrode,1001
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,ban,Icebox,2355
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,pick,Sunset,1184
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,ban,Corrode,397
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,ban,Lotus,278
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,pick,Lotus,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,pick,Ascent,12010
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,pick,Haven,11058
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,ban,Sunset,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,ban,Haven,14419
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,pick,Icebox,624
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,ban,Fracture,878
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,ban,Pearl,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,ban,Lotus,278
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,pick,Lotus,12685
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,ban,Split,2359
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,pick,Split,2
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,ban,Lotus,7386
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,pick,Corrode,2
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,pick,Bind,2359
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,ban,Bind,1120
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,ban,Ascent,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,ban,Ascent,14
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,ban,Fracture,17
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,ban,Split,13581
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,ban,Abyss,624
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,pick,Bind,11060
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,ban,Pearl,8304
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,ban,Haven,188
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,ban,Ascent,7386
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,ban,Ascent,11058
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,ban,Sunset,
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,ban,Lotus,1001
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,ban,Pearl,474
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,ban,Lotus,397
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,ban,Split,1001
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,ban,Fracture,1184
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,ban,Haven,11060
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,pick,Pearl,12010
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,pick,Icebox,731
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,ban,Icebox,11981
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,pick,Haven,15072
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,pick,Corrode,14
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,pick,Corrode,
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,pick,Haven,5248
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,ban,Sunset,5248
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,ban,Haven,12694
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,pick,Icebox,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,ban,Pearl,2059
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,pick,Lotus,8304
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,pick,Fracture,8185
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,pick,Icebox,878
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,pick,Fracture,12010
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,ban,Abyss,14
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,ban,Split,14419
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,ban,Split,17
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,pick,Bind,14
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,ban,Corrode,11058
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,ban,Sunset,918
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,pick,Lotus,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,ban,Sunset,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,ban,Split,466
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,ban,Ascent,13790
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,ban,Icebox,1120
VCT 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,ban,Fracture,7386
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,ban,Haven,5248
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,ban,Fracture,12685
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,pick,Abyss,11058
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,ban,Corrode,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,ban,Corrode,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 4,FUT Esports vs Team Heretics,ban,Sunset,1184
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,ban,Ascent,624
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,ban,Haven,8304
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,ban,Lotus,2593
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,ban,Pearl,878
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,ban,Haven,11058
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,ban,Ascent,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,pick,Corrode,474
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,ban,Lotus,878
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,ban,Ascent,1119
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,ban,Icebox,11328
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,pick,Haven,12010
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,pick,Sunset,13581
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,ban,Ascent,13790
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,ban,Lotus,120
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,pick,Lotus,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,pick,Abyss,11058
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,ban,Bind,11328
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,pick,Haven,2593
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,pick,Haven,8304
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,ban,Ascent,731
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,pick,Bind,13581
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,ban,Ascent,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,ban,Pearl,474
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,ban,Pearl,11981
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,pick,Haven,12010
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,ban,Lotus,1120
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,ban,Bind,11058
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,pick,Abyss,12064
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,ban,Haven,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,ban,Corrode,1001
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,ban,Ascent,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,ban,Corrode,624
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,pick,Icebox,1119
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,pick,Lotus,7035
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,pick,Fracture,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ban,Icebox,5448
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,pick,Lotus,
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,pick,Pearl,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,ban,Haven,14
