tournament,stage,match_type,match_name,map,team_a,team_a_score,team_a_attacker_score,team_a_defender_score,team_a_overtime_score,team_b,team_b_score,team_b_attacker_score,team_b_defender_score,team_b_overtime_score,duration
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,DRX,13,8,5,0,G2 Esports,10,6,4,0,56:55
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Ascent,Team Heretics,13,8,5,0,GIANTX,4,0,4,0,37:10
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Haven,FNATIC,13,6,7,0,DRX,11,5,6,0,53:36
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Lotus,Sentinels,13,9,4,0,Evil Geniuses,8,5,3,0,1:02:27
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Fracture,BOOM Esports,8,4,4,0,Paper Rex,13,5,8,0,49:32
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Icebox,DRX,8,5,3,0,Paper Rex,13,6,7,0,45:27
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Fracture,Team Vitality,13,5,8,0,T1,10,3,7,0,1:02:22
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,12,3,9,0,Gentle Mates,14,3,9,2,55:55
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Ascent,Team Liquid,14,5,7,2,GIANTX,12,5,7,0,54:05
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Bind,TALON,11,6,5,0,Paper Rex,13,7,6,0,56:01
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,Lotus,Bilibili Gaming,9,7,2,0,Sentinels,13,8,5,0,56:06
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,11,7,4,0,GIANTX,13,8,5,0,54:54
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Bind,LEVIATÁN,6,6,0,0,KRÜ Esports,13,7,6,0,51:53
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Lotus,Team Liquid,13,7,6,0,KOI,8,3,5,0,44:29
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Bind,Apeks,5,5,0,0,FNATIC,13,6,7,0,41:24
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Ascent,JDG Esports,15,4,8,3,Bilibili Gaming,13,4,8,1,1:08:29
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Icebox,Team Liquid,6,4,2,0,Gentle Mates,13,5,8,0,40:49
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,13,10,3,0,TALON,5,3,2,0,52:42
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,Evil Geniuses,10,6,4,0,MIBR,13,7,6,0,1:05:03
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Lotus,KOI,13,9,4,0,Karmine Corp,9,6,3,0,49:47
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,Lotus,Titan Esports Club,9,5,4,0,JDG Esports,13,6,7,0,1:05:28
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,Bilibili Gaming,13,7,6,0,Team Liquid,10,5,5,0,45:07
VCT 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Icebox,BBL Esports,3,3,0,0,Karmine Corp,13,4,9,0,47:40
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,Ascent,Titan Esports Club,13,11,2,0,Dragon Ranger Gaming,1,0,1,0,45:53
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,LEVIATÁN,8,4,4,0,Cloud9,13,5,8,0,1:03:43
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Pearl,LEVIATÁN,9,6,3,0,MIBR,13,7,6,0,51:33
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Icebox,DRX,7,4,3,0,Rex Regum Qeon,13,5,8,0,52:55
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Icebox,Trace Esports,13,9,4,0,EDward Gaming,3,0,3,0,37:46
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Icebox,KOI,9,5,4,0,BBL Esports,13,6,7,0,47:29
VCT 2025: Americas Stage 1,Group Stage,Week 1,Sentinels vs 100 Thieves,Haven,Sentinels,9,6,3,0,100 Thieves,13,7,6,0,42:21
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Bind,100 Thieves,9,6,3,0,Mega Minors,13,7,6,0,56:00
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Bind,Mega Minors,7,2,5,0,G2 Esports,13,3,10,0,41:19
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,Natus Vincere,13,10,3,0,Apeks,4,2,2,0,37:53
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Haven,Bilibili Gaming,13,8,5,0,Trace Esports,6,2,4,0,55:35
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Lotus,Apeks,13,7,6,0,Natus Vincere,10,5,5,0,1:03:39
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Split,FNATIC,13,9,4,0,Team Heretics,4,1,3,0,1:03:12
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Haven,JDG Esports,4,2,2,0,Trace Esports,13,3,10,0,41:24
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Fracture,Team Liquid,13,9,4,0,BBL Esports,8,5,3,0,43:46
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Ascent,Team Heretics,13,5,8,0,Team Liquid,10,3,7,0,49:22
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Ascent,G2 Esports,13,8,5,0,MIBR,8,4,4,0,48:09
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,9,5,4,0,Karmine Corp,13,6,7,0,53:35
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,8,6,2,0,Natus Vincere,13,7,6,0,53:16
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Haven,Mega Minors,13,4,9,0,KRÜ Esports,10,2,8,0,54:23
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Fracture,G2 Esports,13,8,5,0,Sentinels,5,1,4,0,34:08
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,Sunset,Wolves Esports,5,5,0,0,FunPlus Phoenix,13,6,7,0,55:01
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox,T1,10,6,4,0,Rex Regum Qeon,13,7,6,0,51:05
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,Ascent,100 Thieves,15,6,6,3,2Game Esports,13,6,6,1,1:14:32
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Fracture,KRÜ Esports,3,1,2,0,LOUD,13,2,11,0,46:33
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,G2 Esports,9,8,1,0,Evil Geniuses,13,9,4,0,1:02:48
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,EDward Gaming,5,5,0,0,T1,13,6,7,0,42:09
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,DRX,13,10,3,0,G2 Esports,7,5,2,0,45:20
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Haven,2Game Esports,5,4,1,0,G2 Esports,13,5,8,0,41:13
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,Sentinels,13,9,4,0,Evil Geniuses,4,1,3,0,38:56
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Ascent,BOOM Esports,8,6,2,0,ZETA DIVISION,13,7,6,0,46:52
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bind,Titan Esports Club,9,4,5,0,Bilibili Gaming,13,5,8,0,1:08:37
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Lotus,TALON,13,7,6,0,Nongshim RedForce,8,3,5,0,47:46
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Pearl,G2 Esports,14,4,8,2,T1,16,4,8,4,1:11:01
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Sunset,FNATIC,8,4,4,0,DRX,13,5,8,0,48:59
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Icebox,LEVIATÁN,11,4,7,0,LOUD,13,5,8,0,54:22
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,FURIA,5,4,1,0,G2 Esports,13,5,8,0,44:58
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,9,4,5,0,Evil Geniuses,13,5,8,0,52:13
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Bind,Natus Vincere,13,8,4,1,FNATIC,15,8,4,3,1:05:04
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,BBL Esports,10,5,5,0,Team Liquid,13,6,7,0,51:22
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Corrode,DRX,9,6,3,0,Rex Regum Qeon,13,7,6,0,51:15
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Split,Team Heretics,11,10,1,0,GIANTX,13,11,2,0,53:22
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,Team Vitality,10,3,7,0,Team Liquid,13,4,9,0,1:16:50
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,Gen.G,14,6,6,2,Rex Regum Qeon,12,6,6,0,1:05:05
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Lotus,LEVIATÁN,14,6,6,2,KRÜ Esports,12,6,6,0,1:03:39
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Ascent,BBL Esports,2,2,0,0,GIANTX,13,3,10,0,31:37
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Icebox,ZETA DIVISION,7,4,3,0,DetonatioN FocusMe,13,5,8,0,48:02
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Sunset,Rex Regum Qeon,8,6,2,0,T1,13,7,6,0,40:29
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,EDward Gaming,14,7,5,2,T1,12,7,5,0,53:33
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,15,4,8,3,Natus Vincere,13,4,8,1,1:10:03
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,7,6,1,0,BOOM Esports,13,7,6,0,55:46
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,Evil Geniuses,10,6,4,0,LOUD,13,7,6,0,53:34
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Sunset,G2 Esports,13,10,3,0,100 Thieves,4,2,2,0,44:03
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,Split,FNATIC,13,8,5,0,FUT Esports,8,4,4,0,50:58
VCT 2025: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Pearl,All Gamers,4,2,2,0,Bilibili Gaming,13,3,10,0,51:21
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,7,5,2,0,Natus Vincere,13,6,7,0,44:25
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,Gen.G,13,9,4,0,Global Esports,7,4,3,0,49:30
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Lotus,EDward Gaming,13,8,5,0,Xi Lai Gaming,11,7,4,0,1:09:37
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Ascent,T1,4,4,0,0,Paper Rex,13,5,8,0,38:55
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Haven,JDG Esports,11,4,7,0,Trace Esports,13,5,8,0,56:14
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,Icebox,EDward Gaming,13,7,6,0,Titan Esports Club,9,4,5,0,46:06
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,11,5,6,0,Xi Lai Gaming,13,6,7,0,52:44
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,G2 Esports,13,8,5,0,100 Thieves,4,0,4,0,52:43
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Split,LEVIATÁN,12,5,7,0,MIBR,14,5,7,2,57:46
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,Lotus,Mega Minors,13,9,4,0,GIANTX,6,3,3,0,43:12
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,Rex Regum Qeon,11,6,5,0,Nongshim RedForce,13,7,6,0,54:18
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Ascent,GIANTX,13,9,4,0,Apeks,9,6,3,0,53:48
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Lotus,JDG Esports,6,4,2,0,Xi Lai Gaming,13,5,8,0,1:03:05
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Haven,DetonatioN FocusMe,3,2,1,0,Rex Regum Qeon,13,3,10,0,37:48
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Lotus,Paper Rex,14,7,5,2,FNATIC,12,7,5,0,55:39
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Lotus,Gen.G,13,7,6,0,Paper Rex,10,5,5,0,1:08:23
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,G2 Esports,11,6,5,0,Sentinels,13,7,6,0,54:31
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Corrode,DRX,13,6,7,0,Team Liquid,8,2,6,0,48:25
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Sunset,Mega Minors,11,7,4,0,G2 Esports,13,8,5,0,52:44
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,13,5,8,0,Karmine Corp,11,4,7,0,55:12
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Bind,FNATIC,13,5,8,0,Karmine Corp,8,1,7,0,53:18
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Icebox,All Gamers,14,6,6,2,FunPlus Phoenix,12,6,6,0,1:15:52
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,Gen.G,13,5,8,0,G2 Esports,11,4,7,0,56:05
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Haven,DRX,13,4,9,0,Paper Rex,9,1,8,0,1:02:09
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,BOOM Esports,7,5,2,0,T1,13,6,7,0,39:44
VCT 2025: Americas Stage 2,Showmatch,Override,Team Alpha vs Team Omega,Corrode,Team Alpha,13,8,5,0,Team Omega,4,0,4,0,47:37
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Corrode,Sentinels,8,1,7,0,Mega Minors,13,2,11,0,50:12
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Lotus,Gentle Mates,13,4,9,0,Team Vitality,9,1,8,0,47:26
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Bind,Rex Regum Qeon,9,5,4,0,T1,13,6,7,0,59:11
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Split,Gentle Mates,13,7,6,0,KOI,11,6,5,0,1:02:18
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Icebox,Sentinels,8,7,1,0,KRÜ Esports,13,8,5,0,48:28
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Abyss,Mega Minors,8,7,1,0,KRÜ Esports,13,8,5,0,1:00:37
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Icebox,MIBR,13,4,9,0,LOUD,11,3,8,0,58:00
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Split,FNATIC,14,3,9,2,Gen.G,12,3,9,0,1:48:42
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Ascent,Team Heretics,5,5,0,0,Apeks,13,6,7,0,1:07:19
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,GIANTX,10,6,4,0,FNATIC,13,7,6,0,51:32
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Icebox,Team Vitality,11,7,4,0,Natus Vincere,13,8,5,0,1:00:49
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,Evil Geniuses,4,2,2,0,Sentinels,13,3,10,0,48:27
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,Global Esports,3,3,0,0,Team Secret,13,4,9,0,51:17
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Ascent,MIBR,13,5,7,1,DRX,15,5,7,3,1:06:08
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,Bind,Cloud9,13,9,4,0,FURIA,4,1,3,0,39:12
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Icebox,Natus Vincere,11,7,4,0,FNATIC,13,8,5,0,55:16
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Haven,Paper Rex,13,8,5,0,DetonatioN FocusMe,7,3,4,0,43:26
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Haven,EDward Gaming,13,6,7,0,JDG Esports,10,4,6,0,50:34
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Lotus,G2 Esports,10,6,4,0,FNATIC,13,7,6,0,55:43
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,Sentinels,13,9,4,0,Cloud9,9,6,3,0,57:32
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Split,Evil Geniuses,12,8,4,0,LOUD,14,8,4,2,1:13:09
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Bind,LEVIATÁN,13,5,8,0,LOUD,10,3,7,0,52:51
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,6,4,2,0,Evil Geniuses,13,5,8,0,52:56
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Haven,Titan Esports Club,11,6,5,0,Wolves Esports,13,7,6,0,1:01:52
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,Haven,100 Thieves,13,6,7,0,Evil Geniuses,7,1,6,0,44:46
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,BBL Esports,10,6,4,0,Team Liquid,13,7,6,0,47:17
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,FUT Esports,4,4,0,0,Team Liquid,13,5,8,0,39:18
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,9,3,6,0,DRX,13,4,9,0,59:49
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,G2 Esports,13,7,6,0,Mega Minors,10,5,5,0,49:24
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Icebox,DRX,8,4,4,0,BOOM Esports,13,5,8,0,55:48
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Pearl,Bilibili Gaming,13,6,7,0,JDG Esports,10,4,6,0,1:07:48
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Fracture,Wolves Esports,12,6,6,0,Xi Lai Gaming,14,6,6,2,1:15:46
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,FUT Esports,13,8,5,0,Gentle Mates,5,1,4,0,44:06
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Ascent,Nongshim RedForce,13,3,10,0,DetonatioN FocusMe,10,1,9,0,48:39
VCT 2025: China Stage 2,Group Stage,Week 3,TYLOO vs EDward Gaming,Ascent,TYLOO,9,5,4,0,EDward Gaming,13,6,7,0,48:31
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Icebox,FUT Esports,10,6,4,0,Gentle Mates,13,7,6,0,1:01:36
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Fracture,FNATIC,14,7,5,2,Team Heretics,12,7,5,0,1:07:19
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Lotus,Sentinels,7,6,1,0,KRÜ Esports,13,7,6,0,52:17
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Haven,G2 Esports,4,3,1,0,Cloud9,13,4,9,0,35:56
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Lotus,EDward Gaming,8,5,3,0,G2 Esports,13,6,7,0,57:16
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,TALON,9,6,3,0,DetonatioN FocusMe,13,7,6,0,58:39
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Ascent,Nongshim RedForce,5,2,3,0,Rex Regum Qeon,13,3,10,0,46:55
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Split,Paper Rex,13,7,6,0,Global Esports,5,0,5,0,58:09
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,FunPlus Phoenix,5,3,2,0,Dragon Ranger Gaming,13,4,9,0,37:52
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Lotus,Bilibili Gaming,8,5,3,0,Rex Regum Qeon,13,6,7,0,45:14
VCT 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Split,MIBR,13,6,7,0,LEVIATÁN,7,1,6,0,50:40
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,Bind,GIANTX,14,4,8,2,Xi Lai Gaming,12,4,8,0,57:22
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Icebox,Xi Lai Gaming,9,3,6,0,All Gamers,13,4,9,0,51:07
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,Gen.G,13,11,2,0,MIBR,1,0,1,0,32:15
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Fracture,Gen.G,13,8,5,0,DetonatioN FocusMe,4,0,4,0,37:50
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,Lotus,MIBR,4,2,2,0,100 Thieves,13,3,10,0,40:14
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,15,6,6,3,EDward Gaming,13,6,6,1,1:05:45
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Ascent,LEVIATÁN,10,7,3,0,LOUD,13,8,5,0,48:25
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Lotus,Cloud9,13,8,5,0,2Game Esports,7,3,4,0,45:35
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Haven,TALON,13,8,5,0,Rex Regum Qeon,7,3,4,0,42:57
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Corrode,EDward Gaming,13,7,6,0,Titan Esports Club,6,1,5,0,40:02
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,Team Heretics,13,9,4,0,BBL Esports,10,7,3,0,1:08:11
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Haven,Gen.G,13,10,3,0,Paper Rex,4,2,2,0,35:45
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,Gen.G,3,1,2,0,Global Esports,13,2,11,0,51:16
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Haven,Gen.G,13,11,2,0,Global Esports,3,2,1,0,38:00
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Bind,TALON,13,9,4,0,Rex Regum Qeon,4,1,3,0,55:59
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Haven,Nova Esports,14,6,6,2,Wolves Esports,16,6,6,4,1:15:50
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Pearl,Karmine Corp,13,10,3,0,Gentle Mates,2,0,2,0,1:16:48
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Lotus,GIANTX,13,6,7,0,Apeks,7,1,6,0,1:10:01
